Time,Temperature°C,Humidity%
2021-06-22 23:57:53,33.666666666666664,24.900000000000002
2021-06-23 00:57:53,33.45,25.03333333333333
2021-06-23 01:57:53,33.233333333333334,25.900000000000002
2021-06-23 02:57:53,33.03333333333333,26.0
2021-06-23 03:57:53,32.81666666666666,26.0
2021-06-23 04:57:53,32.53333333333334,26.0
2021-06-23 05:57:53,32.31666666666666,25.900000000000002
2021-06-23 06:57:53,32.833333333333336,25.55
2021-06-23 07:57:53,34.56666666666666,23.900000000000002
2021-06-23 08:57:53,34.63333333333333,23.366666666666664
2021-06-23 09:57:53,34.366666666666674,23.7
2021-06-23 10:57:53,34.26666666666667,23.7
2021-06-23 11:57:53,34.5,23.7
2021-06-23 12:57:53,34.800000000000004,23.266666666666666
2021-06-23 13:57:53,35.15,22.599999999999998
2021-06-23 14:57:53,35.46666666666666,22.5
2021-06-23 15:57:53,35.666666666666664,21.700000000000003
2021-06-23 16:57:53,35.73333333333334,21.400000000000002
2021-06-23 17:57:53,35.699999999999996,21.400000000000002
2021-06-23 18:57:53,35.56666666666667,21.599999999999998
2021-06-23 19:57:53,35.38333333333333,22.5
2021-06-23 20:57:53,34.98333333333334,22.599999999999998
2021-06-23 21:57:53,34.61666666666667,23.416666666666668
2021-06-23 22:57:53,34.38333333333333,23.8
2021-06-23 23:57:53,34.06666666666667,24.700000000000003
2021-06-24 00:57:53,33.78333333333333,24.900000000000002
2021-06-24 01:57:53,33.516666666666666,24.866666666666664
2021-06-24 02:57:53,33.24999999999999,24.8
2021-06-24 03:57:53,33.016666666666666,24.8
2021-06-24 04:57:53,32.78333333333333,24.8
2021-06-24 05:57:53,32.550000000000004,24.8
2021-06-24 06:57:53,33.01666666666667,24.616666666666664
2021-06-24 07:57:53,34.86666666666667,23.03333333333333
2021-06-24 08:57:53,34.86666666666667,22.599999999999998
2021-06-24 09:57:53,34.56666666666667,22.86666666666667
2021-06-24 10:57:53,34.5,23.7
2021-06-24 11:57:53,34.766666666666666,23.75
2021-06-24 12:57:53,35.13333333333333,22.799999999999997
2021-06-24 13:57:53,35.48333333333333,22.599999999999998
2021-06-24 14:57:53,35.800000000000004,22.5
2021-06-24 15:57:53,35.983333333333334,21.8
2021-06-24 16:57:53,36.0,21.400000000000002
2021-06-24 17:57:53,35.983333333333334,21.400000000000002
2021-06-24 18:57:53,35.81666666666666,21.5
2021-06-24 19:57:53,35.6,22.399999999999995
2021-06-24 20:57:53,35.166666666666664,22.7
2021-06-24 21:57:53,34.81666666666666,23.666666666666668
2021-06-24 22:57:53,34.56666666666667,23.900000000000002
2021-06-24 23:57:53,34.283333333333324,24.900000000000002
2021-06-25 00:57:53,33.96666666666667,24.900000000000002
2021-06-25 01:57:53,33.699999999999996,25.666666666666668
2021-06-25 02:57:53,33.43333333333334,26.0
2021-06-25 03:57:53,33.15,25.900000000000002
2021-06-25 04:57:53,32.93333333333334,26.0
2021-06-25 05:57:53,32.68333333333333,26.0
2021-06-25 06:57:53,32.98333333333334,25.71666666666667
2021-06-25 07:57:53,34.6,24.2
2021-06-25 08:57:53,34.833333333333336,23.5
2021-06-25 09:57:53,34.56666666666667,23.633333333333336
2021-06-25 10:57:53,34.483333333333334,23.7
2021-06-25 11:57:53,34.733333333333334,23.733333333333334
2021-06-25 12:57:53,35.083333333333336,23.400000000000002
2021-06-25 13:57:53,35.43333333333333,22.599999999999998
2021-06-25 14:57:53,35.71666666666667,22.599999999999998
2021-06-25 15:57:53,35.949999999999996,22.599999999999998
2021-06-25 16:57:53,36.0,22.5
2021-06-25 17:57:53,36.0,22.3
2021-06-25 18:57:53,35.93333333333334,22.399999999999995
2021-06-25 19:57:53,35.666666666666664,22.599999999999998
2021-06-25 20:57:53,35.25,22.8
2021-06-25 21:57:53,34.88333333333333,23.666666666666668
2021-06-25 22:57:53,34.6,24.099999999999998
2021-06-25 23:57:53,34.29999999999999,24.900000000000002
2021-06-26 00:57:53,34.083333333333336,24.900000000000002
2021-06-26 01:57:53,33.85,25.099999999999998
2021-06-26 02:57:53,33.583333333333336,25.433333333333337
2021-06-26 03:57:53,33.333333333333336,25.099999999999998
2021-06-26 04:57:53,33.050000000000004,25.100000000000005
2021-06-26 05:57:53,32.900000000000006,25.3
2021-06-26 06:57:53,33.199999999999996,24.916666666666668
2021-06-26 07:57:53,34.949999999999996,23.25
2021-06-26 08:57:53,35.06666666666667,22.599999999999998
2021-06-26 09:57:53,34.78333333333333,22.599999999999998
2021-06-26 10:57:53,34.666666666666664,22.599999999999998
2021-06-26 11:57:53,34.916666666666664,21.8
2021-06-26 12:57:53,35.15,21.400000000000002
2021-06-26 13:57:53,35.46666666666666,21.400000000000002
2021-06-26 14:57:53,35.73333333333334,21.099999999999998
2021-06-26 15:57:53,35.48333333333333,21.100000000000005
2021-06-26 16:57:53,35.88333333333333,21.400000000000002
2021-06-26 17:57:53,35.86666666666667,22.0
2021-06-26 18:57:53,35.73333333333333,22.0
2021-06-26 19:57:53,35.41666666666667,22.0
2021-06-26 20:57:53,35.13333333333333,20.700000000000003
2021-06-26 21:57:53,34.7,22.55
2021-06-26 22:57:53,34.449999999999996,22.599999999999998
2021-06-26 23:57:53,34.199999999999996,23.599999999999998
2021-06-27 00:57:53,33.96666666666667,23.7
2021-06-27 01:57:53,33.71666666666666,23.7
2021-06-27 02:57:53,33.449999999999996,23.649999999999995
2021-06-27 03:57:53,33.21666666666666,23.599999999999998
2021-06-27 04:57:53,33.016666666666666,23.599999999999998
2021-06-27 05:57:53,32.76666666666666,24.200000000000003
2021-06-27 06:57:53,32.81666666666667,24.400000000000002
2021-06-27 07:57:53,33.61666666666667,23.683333333333334
2021-06-27 08:57:53,34.150000000000006,23.0
2021-06-27 09:57:53,34.2,22.5
2021-06-27 10:57:53,34.28333333333333,22.599999999999998
2021-06-27 11:57:53,34.56666666666667,22.5
2021-06-27 12:57:53,34.949999999999996,21.983333333333334
2021-06-27 13:57:53,35.63333333333333,21.3
2021-06-27 14:57:53,35.78333333333333,20.2
2021-06-27 15:57:53,35.96666666666667,20.2
2021-06-27 16:57:53,36.050000000000004,20.2
2021-06-27 17:57:53,36.13333333333333,20.2
2021-06-27 18:57:53,35.699999999999996,21.0
2021-06-27 19:57:53,35.38333333333333,21.7
2021-06-27 20:57:53,35.01666666666667,22.599999999999998
2021-06-27 21:57:53,34.75,23.333333333333332
2021-06-27 22:57:53,34.53333333333334,23.7
2021-06-27 23:57:53,34.333333333333336,23.8
2021-06-28 00:57:53,34.11666666666667,24.900000000000002
2021-06-28 01:57:53,33.95,24.900000000000002
2021-06-28 02:57:53,33.73333333333333,24.900000000000002
2021-06-28 03:57:53,33.516666666666666,25.400000000000002
2021-06-28 04:57:53,33.29999999999999,26.0
2021-06-28 05:57:53,33.050000000000004,26.0
2021-06-28 06:57:53,33.23333333333333,25.816666666666666
2021-06-28 07:57:53,34.81666666666666,24.333333333333332
2021-06-28 08:57:53,35.18333333333333,23.8
2021-06-28 09:57:53,34.93333333333334,23.8
2021-06-28 10:57:53,34.9,23.400000000000002
2021-06-28 11:57:53,35.216666666666676,22.5
2021-06-28 12:57:53,35.66666666666667,21.400000000000002
2021-06-28 13:57:53,35.949999999999996,20.6
2021-06-28 14:57:53,36.03333333333333,20.2
2021-06-28 15:57:53,36.13333333333333,19.5
2021-06-28 16:57:53,36.099999999999994,20.2
2021-06-28 17:57:53,36.15,20.2
2021-06-28 18:57:53,35.9,19.599999999999998
2021-06-28 19:57:53,34.916666666666664,18.383333333333333
2021-06-28 20:57:53,34.449999999999996,19.599999999999998
2021-06-28 21:57:53,34.21666666666666,20.8
2021-06-28 22:57:53,34.016666666666666,21.700000000000003
